brick_id,x,y,z,length,width,height,orientation
2981,600,0,400,200,100,100,X-aligned
2982,600,0,500,200,100,100,X-aligned
2983,600,0,600,200,100,100,X-aligned
2984,600,0,700,200,100,100,X-aligned
2985,600,0,800,200,100,100,X-aligned
2986,600,0,900,200,100,100,X-aligned
2987,600,0,1000,200,100,100,X-aligned
2988,600,0,1100,200,100,100,X-aligned
2989,600,0,1200,200,100,100,X-aligned
2990,600,0,1300,200,100,100,X-aligned
2991,600,0,1400,200,100,100,X-aligned
2992,600,0,1500,200,100,100,X-aligned
2993,600,0,1600,200,100,100,X-aligned
2994,600,0,1700,200,100,100,X-aligned
2995,600,0,1800,200,100,100,X-aligned
2996,600,0,1900,200,100,100,X-aligned
2997,600,0,2000,200,100,100,X-aligned
2998,600,0,2100,200,100,100,X-aligned
2999,600,0,2200,200,100,100,X-aligned
3000,600,0,2300,200,100,100,X-aligned
3001,600,0,2400,200,100,100,X-aligned
3002,600,0,2500,200,100,100,X-aligned
3003,600,0,2600,200,100,100,X-aligned
3004,600,0,2700,200,100,100,X-aligned
3005,600,0,2800,200,100,100,X-aligned
3006,600,0,2900,200,100,100,X-aligned
3007,600,0,3000,200,100,100,X-aligned
3008,600,0,3100,200,100,100,X-aligned
3009,600,0,3200,200,100,100,X-aligned
3010,600,0,3300,200,100,100,X-aligned
3011,600,0,3400,200,100,100,X-aligned
3012,600,0,3500,200,100,100,X-aligned
3013,600,0,3600,200,100,100,X-aligned
3014,600,0,3700,200,100,100,X-aligned
3015,600,0,3800,200,100,100,X-aligned
3016,600,0,3900,200,100,100,X-aligned
3017,600,0,4000,200,100,100,X-aligned
3018,600,0,4100,200,100,100,X-aligned
3019,600,0,4200,200,100,100,X-aligned
3020,600,0,4300,200,100,100,X-aligned
3021,600,0,4400,200,100,100,X-aligned
3022,600,0,4500,200,100,100,X-aligned
3023,600,0,4600,200,100,100,X-aligned
3024,600,0,4700,200,100,100,X-aligned
3025,600,0,4800,200,100,100,X-aligned
3026,600,0,4900,200,100,100,X-aligned
3027,600,0,5000,200,100,100,X-aligned
3028,600,0,5100,200,100,100,X-aligned
3029,600,0,5200,200,100,100,X-aligned
3030,600,0,5300,200,100,100,X-aligned
3031,600,0,5400,200,100,100,X-aligned
3032,600,0,5500,200,100,100,X-aligned
3033,600,100,0,200,100,100,X-aligned
3034,600,100,100,200,100,100,X-aligned
3035,600,100,200,200,100,100,X-aligned
3036,600,100,300,200,100,100,X-aligned
3037,600,100,400,200,100,100,X-aligned
3038,600,100,500,200,100,100,X-aligned
3039,600,100,600,200,100,100,X-aligned
3040,600,100,700,200,100,100,X-aligned
3041,600,100,800,200,100,100,X-aligned
3042,600,100,900,200,100,100,X-aligned
3043,600,100,1000,200,100,100,X-aligned
3044,600,100,1100,200,100,100,X-aligned
3045,600,100,1200,200,100,100,X-aligned
3046,600,100,1300,200,100,100,X-aligned
3047,600,100,1400,200,100,100,X-aligned
3048,600,100,1500,200,100,100,X-aligned
3049,600,100,1600,200,100,100,X-aligned
3050,600,100,1700,200,100,100,X-aligned
3051,600,100,1800,200,100,100,X-aligned
3052,600,100,1900,200,100,100,X-aligned
3053,600,100,2000,200,100,100,X-aligned
3054,600,100,2100,200,100,100,X-aligned
3055,600,100,2200,200,100,100,X-aligned
3056,600,100,2300,200,100,100,X-aligned
3057,600,100,2400,200,100,100,X-aligned
3058,600,100,2500,200,100,100,X-aligned
3059,600,100,2600,200,100,100,X-aligned
3060,600,100,2700,200,100,100,X-aligned
3061,600,100,2800,200,100,100,X-aligned
3062,600,100,2900,200,100,100,X-aligned
3063,600,100,3000,200,100,100,X-aligned
3064,600,100,3100,200,100,100,X-aligned
3065,600,100,3200,200,100,100,X-aligned
3066,600,100,3300,200,100,100,X-aligned
3067,600,100,3400,200,100,100,X-aligned
3068,600,100,3500,200,100,100,X-aligned
3069,600,100,3600,200,100,100,X-aligned
3070,600,100,3700,200,100,100,X-aligned
3071,600,100,3800,200,100,100,X-aligned
3072,600,100,3900,200,100,100,X-aligned
3073,600,100,4000,200,100,100,X-aligned
3074,600,100,4100,200,100,100,X-aligned
3075,600,100,4200,200,100,100,X-aligned
3076,600,100,4300,200,100,100,X-aligned
3077,600,100,4400,200,100,100,X-aligned
3078,600,100,4500,200,100,100,X-aligned
3079,600,100,4600,200,100,100,X-aligned
3080,600,100,4700,200,100,100,X-aligned
3081,600,100,4800,200,100,100,X-aligned
3082,600,100,4900,200,100,100,X-aligned
3083,600,100,5000,200,100,100,X-aligned
3084,600,100,5100,200,100,100,X-aligned
3085,600,100,5200,200,100,100,X-aligned
3086,600,100,5300,200,100,100,X-aligned
3087,600,100,5400,200,100,100,X-aligned
3088,600,100,5500,200,100,100,X-aligned
3089,600,200,0,200,100,100,X-aligned
3090,600,200,100,200,100,100,X-aligned
3091,600,200,5400,200,100,100,X-aligned
3092,600,200,5500,200,100,100,X-aligned
3093,600,300,0,200,100,100,X-aligned
3094,600,300,100,200,100,100,X-aligned
3095,600,300,5400,200,100,100,X-aligned
3096,600,300,5500,200,100,100,X-aligned
3097,600,400,0,200,100,100,X-aligned
3098,600,400,100,200,100,100,X-aligned
3099,600,400,5400,200,100,100,X-aligned
3100,600,400,5500,200,100,100,X-aligned
3101,600,500,0,200,100,100,X-aligned
3102,600,500,100,200,100,100,X-aligned
3103,600,500,5400,200,100,100,X-aligned
3104,600,500,5500,200,100,100,X-aligned
3105,600,600,0,200,100,100,X-aligned
3106,600,600,100,200,100,100,X-aligned
3107,600,600,5400,200,100,100,X-aligned
3108,600,600,5500,200,100,100,X-aligned
3109,600,700,0,200,100,100,X-aligned
3110,600,700,100,200,100,100,X-aligned
3111,600,700,5400,200,100,100,X-aligned
3112,600,700,5500,200,100,100,X-aligned
3113,600,800,0,200,100,100,X-aligned
3114,600,800,100,200,100,100,X-aligned
3115,600,800,5400,200,100,100,X-aligned
3116,600,800,5500,200,100,100,X-aligned
3117,600,900,0,200,100,100,X-aligned
3118,600,900,100,200,100,100,X-aligned
3119,600,900,5400,200,100,100,X-aligned
3120,600,900,5500,200,100,100,X-aligned
3121,600,1000,0,200,100,100,X-aligned
3122,600,1000,100,200,100,100,X-aligned
3123,600,1000,5400,200,100,100,X-aligned
3124,600,1000,5500,200,100,100,X-aligned
3125,600,1100,0,200,100,100,X-aligned
3126,600,1100,100,200,100,100,X-aligned
3127,600,1100,5400,200,100,100,X-aligned
3128,600,1100,5500,200,100,100,X-aligned
3129,600,1200,0,200,100,100,X-aligned
3130,600,1200,100,200,100,100,X-aligned
3131,600,1200,5400,200,100,100,X-aligned
3132,600,1200,5500,200,100,100,X-aligned
3133,600,1300,0,200,100,100,X-aligned
3134,600,1300,100,200,100,100,X-aligned
3135,600,1300,5400,200,100,100,X-aligned
3136,600,1300,5500,200,100,100,X-aligned
3137,600,1400,0,200,100,100,X-aligned
3138,600,1400,100,200,100,100,X-aligned
3139,600,1400,5400,200,100,100,X-aligned
3140,600,1400,5500,200,100,100,X-aligned
3141,600,1500,0,200,100,100,X-aligned
3142,600,1500,100,200,100,100,X-aligned
3143,600,1500,5400,200,100,100,X-aligned
3144,600,1500,5500,200,100,100,X-aligned
3145,600,1600,0,200,100,100,X-aligned
3146,600,1600,100,200,100,100,X-aligned
3147,600,1600,5400,200,100,100,X-aligned
3148,600,1600,5500,200,100,100,X-aligned
3149,600,1700,0,200,100,100,X-aligned
3150,600,1700,100,200,100,100,X-aligned
3151,600,1700,5400,200,100,100,X-aligned
3152,600,1700,5500,200,100,100,X-aligned
3153,600,1800,0,200,100,100,X-aligned
3154,600,1800,100,200,100,100,X-aligned
3155,600,1800,5400,200,100,100,X-aligned
3156,600,1800,5500,200,100,100,X-aligned
3157,600,1900,0,200,100,100,X-aligned
3158,600,1900,100,200,100,100,X-aligned
3159,600,1900,5400,200,100,100,X-aligned
3160,600,1900,5500,200,100,100,X-aligned
3161,600,2000,0,200,100,100,X-aligned
3162,600,2000,100,200,100,100,X-aligned
3163,600,2000,5400,200,100,100,X-aligned
3164,600,2000,5500,200,100,100,X-aligned
3165,600,2100,0,200,100,100,X-aligned
3166,600,2100,100,200,100,100,X-aligned
3167,600,2100,5400,200,100,100,X-aligned
3168,600,2100,5500,200,100,100,X-aligned
3169,600,2200,0,200,100,100,X-aligned
3170,600,2200,100,200,100,100,X-aligned
3171,600,2200,5400,200,100,100,X-aligned
3172,600,2200,5500,200,100,100,X-aligned
3173,600,2300,0,200,100,100,X-aligned
3174,600,2300,100,200,100,100,X-aligned
3175,600,2300,5400,200,100,100,X-aligned
3176,600,2300,5500,200,100,100,X-aligned
3177,600,2400,0,200,100,100,X-aligned
3178,600,2400,100,200,100,100,X-aligned
3179,600,2400,5400,200,100,100,X-aligned
3180,600,2400,5500,200,100,100,X-aligned
3181,600,2500,0,200,100,100,X-aligned
3182,600,2500,100,200,100,100,X-aligned
3183,600,2500,5400,200,100,100,X-aligned
3184,600,2500,5500,200,100,100,X-aligned
3185,600,2600,0,200,100,100,X-aligned
3186,600,2600,100,200,100,100,X-aligned
3187,600,2600,5400,200,100,100,X-aligned
3188,600,2600,5500,200,100,100,X-aligned
3189,600,2700,0,200,100,100,X-aligned
3190,600,2700,100,200,100,100,X-aligned
3191,600,2700,5400,200,100,100,X-aligned
3192,600,2700,5500,200,100,100,X-aligned
3193,600,2800,0,200,100,100,X-aligned
3194,600,2800,100,200,100,100,X-aligned
3195,600,2800,5400,200,100,100,X-aligned
3196,600,2800,5500,200,100,100,X-aligned
3197,600,2900,0,200,100,100,X-aligned
3198,600,2900,100,200,100,100,X-aligned
3199,600,2900,5400,200,100,100,X-aligned
3200,600,2900,5500,200,100,100,X-aligned
3201,600,3000,0,200,100,100,X-aligned
3202,600,3000,100,200,100,100,X-aligned
3203,600,3000,5400,200,100,100,X-aligned
3204,600,3000,5500,200,100,100,X-aligned
3205,600,3100,0,200,100,100,X-aligned
3206,600,3100,100,200,100,100,X-aligned
3207,600,3100,5400,200,100,100,X-aligned
3208,600,3100,5500,200,100,100,X-aligned
3209,600,3200,0,200,100,100,X-aligned
3210,600,3200,100,200,100,100,X-aligned
3211,600,3200,5400,200,100,100,X-aligned
3212,600,3200,5500,200,100,100,X-aligned
3213,600,3300,0,200,100,100,X-aligned
3214,600,3300,100,200,100,100,X-aligned
3215,600,3300,5400,200,100,100,X-aligned
3216,600,3300,5500,200,100,100,X-aligned
3217,600,3400,0,200,100,100,X-aligned
3218,600,3400,100,200,100,100,X-aligned
3219,600,3400,5400,200,100,100,X-aligned
3220,600,3400,5500,200,100,100,X-aligned
3221,600,3500,0,200,100,100,X-aligned
3222,600,3500,100,200,100,100,X-aligned
3223,600,3500,5400,200,100,100,X-aligned
3224,600,3500,5500,200,100,100,X-aligned
3225,600,3600,0,200,100,100,X-aligned
3226,600,3600,100,200,100,100,X-aligned
3227,600,3600,5400,200,100,100,X-aligned
3228,600,3600,5500,200,100,100,X-aligned
3229,600,3700,0,200,100,100,X-aligned
3230,600,3700,100,200,100,100,X-aligned
3231,600,3700,5400,200,100,100,X-aligned
3232,600,3700,5500,200,100,100,X-aligned
3233,600,3800,0,200,100,100,X-aligned
3234,600,3800,100,200,100,100,X-aligned
3235,600,3800,200,200,100,100,X-aligned
3236,600,3800,300,200,100,100,X-aligned
3237,600,3800,400,200,100,100,X-aligned
3238,600,3800,500,200,100,100,X-aligned
3239,600,3800,600,200,100,100,X-aligned
3240,600,3800,700,200,100,100,X-aligned
3241,600,3800,800,200,100,100,X-aligned
3242,600,3800,900,200,100,100,X-aligned
3243,600,3800,1000,200,100,100,X-aligned
3244,600,3800,1100,200,100,100,X-aligned
3245,600,3800,1200,200,100,100,X-aligned
3246,600,3800,1300,200,100,100,X-aligned
3247,600,3800,1400,200,100,100,X-aligned
3248,600,3800,1500,200,100,100,X-aligned
3249,600,3800,1600,200,100,100,X-aligned
3250,600,3800,1700,200,100,100,X-aligned
3251,600,3800,1800,200,100,100,X-aligned
3252,600,3800,1900,200,100,100,X-aligned
3253,600,3800,2000,200,100,100,X-aligned
3254,600,3800,2100,200,100,100,X-aligned
3255,600,3800,2200,200,100,100,X-aligned
3256,600,3800,2300,200,100,100,X-aligned
3257,600,3800,2400,200,100,100,X-aligned
3258,600,3800,2500,200,100,100,X-aligned
3259,600,3800,2600,200,100,100,X-aligned
3260,600,3800,2700,200,100,100,X-aligned
3261,600,3800,2800,200,100,100,X-aligned
3262,600,3800,2900,200,100,100,X-aligned
3263,600,3800,3000,200,100,100,X-aligned
3264,600,3800,3100,200,100,100,X-aligned
3265,600,3800,3200,200,100,100,X-aligned
3266,600,3800,3300,200,100,100,X-aligned
3267,600,3800,3400,200,100,100,X-aligned
3268,600,3800,3500,200,100,100,X-aligned
3269,600,3800,3600,200,100,100,X-aligned
3270,600,3800,3700,200,100,100,X-aligned
3271,600,3800,3800,200,100,100,X-aligned
3272,600,3800,3900,200,100,100,X-aligned
3273,600,3800,4000,200,100,100,X-aligned
3274,600,3800,4100,200,100,100,X-aligned
3275,600,3800,4200,200,100,100,X-aligned
3276,600,3800,4300,200,100,100,X-aligned
3277,600,3800,4400,200,100,100,X-aligned
3278,600,3800,4500,200,100,100,X-aligned
3279,600,3800,4600,200,100,100,X-aligned
3280,600,3800,4700,200,100,100,X-aligned
3281,600,3800,4800,200,100,100,X-aligned
3282,600,3800,4900,200,100,100,X-aligned
3283,600,3800,5000,200,100,100,X-aligned
3284,600,3800,5100,200,100,100,X-aligned
3285,600,3800,5200,200,100,100,X-aligned
3286,600,3800,5300,200,100,100,X-aligned
3287,600,3800,5400,200,100,100,X-aligned
3288,600,3800,5500,200,100,100,X-aligned
3289,600,3900,0,200,100,100,X-aligned
3290,600,3900,100,200,100,100,X-aligned
3291,600,3900,200,200,100,100,X-aligned
3292,600,3900,300,200,100,100,X-aligned
3293,600,3900,400,200,100,100,X-aligned
3294,600,3900,500,200,100,100,X-aligned
3295,600,3900,600,200,100,100,X-aligned
3296,600,3900,700,200,100,100,X-aligned
3297,600,3900,800,200,100,100,X-aligned
3298,600,3900,900,200,100,100,X-aligned
3299,600,3900,1000,200,100,100,X-aligned
3300,600,3900,1100,200,100,100,X-aligned
3301,600,3900,1200,200,100,100,X-aligned
3302,600,3900,1300,200,100,100,X-aligned
3303,600,3900,1400,200,100,100,X-aligned
3304,600,3900,1500,200,100,100,X-aligned
3305,600,3900,1600,200,100,100,X-aligned
3306,600,3900,1700,200,100,100,X-aligned
3307,600,3900,1800,200,100,100,X-aligned
3308,600,3900,1900,200,100,100,X-aligned
3309,600,3900,2000,200,100,100,X-aligned
3310,600,3900,2100,200,100,100,X-aligned
3311,600,3900,2200,200,100,100,X-aligned
3312,600,3900,2300,200,100,100,X-aligned
3313,600,3900,2400,200,100,100,X-aligned
3314,600,3900,2500,200,100,100,X-aligned
3315,600,3900,2600,200,100,100,X-aligned
3316,600,3900,2700,200,100,100,X-aligned
3317,600,3900,2800,200,100,100,X-aligned
3318,600,3900,2900,200,100,100,X-aligned
3319,600,3900,3000,200,100,100,X-aligned
3320,600,3900,3100,200,100,100,X-aligned
3321,600,3900,3200,200,100,100,X-aligned
3322,600,3900,3300,200,100,100,X-aligned
3323,600,3900,3400,200,100,100,X-aligned
3324,600,3900,3500,200,100,100,X-aligned
3325,600,3900,3600,200,100,100,X-aligned
3326,600,3900,3700,200,100,100,X-aligned
3327,600,3900,3800,200,100,100,X-aligned
3328,600,3900,3900,200,100,100,X-aligned
3329,600,3900,4000,200,100,100,X-aligned
3330,600,3900,4100,200,100,100,X-aligned
3331,600,3900,4200,200,100,100,X-aligned
3332,600,3900,4300,200,100,100,X-aligned
3333,600,3900,4400,200,100,100,X-aligned
3334,600,3900,4500,200,100,100,X-aligned
3335,600,3900,4600,200,100,100,X-aligned
3336,600,3900,4700,200,100,100,X-aligned
3337,600,3900,4800,200,100,100,X-aligned
3338,600,3900,4900,200,100,100,X-aligned
3339,600,3900,5000,200,100,100,X-aligned
3340,600,3900,5100,200,100,100,X-aligned
3341,600,3900,5200,200,100,100,X-aligned
3342,600,3900,5300,200,100,100,X-aligned
3343,600,3900,5400,200,100,100,X-aligned
3344,600,3900,5500,200,100,100,X-aligned
3345,800,0,0,200,100,100,X-aligned
3346,800,0,100,200,100,100,X-aligned
3347,800,0,200,200,100,100,X-aligned
3348,800,0,300,200,100,100,X-aligned
3349,800,0,400,200,100,100,X-aligned
3350,800,0,500,200,100,100,X-aligned
3351,800,0,600,200,100,100,X-aligned
3352,800,0,700,200,100,100,X-aligned
3353,800,0,800,200,100,100,X-aligned
3354,800,0,900,200,100,100,X-aligned
3355,800,0,1000,200,100,100,X-aligned
3356,800,0,1100,200,100,100,X-aligned
3357,800,0,1200,200,100,100,X-aligned
3358,800,0,1300,200,100,100,X-aligned
3359,800,0,1400,200,100,100,X-aligned
3360,800,0,1500,200,100,100,X-aligned
3361,800,0,1600,200,100,100,X-aligned
3362,800,0,1700,200,100,100,X-aligned
3363,800,0,1800,200,100,100,X-aligned
3364,800,0,1900,200,100,100,X-aligned
3365,800,0,2000,200,100,100,X-aligned
3366,800,0,2100,200,100,100,X-aligned
3367,800,0,2200,200,100,100,X-aligned
3368,800,0,2300,200,100,100,X-aligned
3369,800,0,2400,200,100,100,X-aligned
3370,800,0,2500,200,100,100,X-aligned
3371,800,0,2600,200,100,100,X-aligned
3372,800,0,2700,200,100,100,X-aligned
3373,800,0,2800,200,100,100,X-aligned
3374,800,0,2900,200,100,100,X-aligned
3375,800,0,3000,200,100,100,X-aligned
3376,800,0,3100,200,100,100,X-aligned
3377,800,0,3200,200,100,100,X-aligned
3378,800,0,3300,200,100,100,X-aligned
3379,800,0,3400,200,100,100,X-aligned
3380,800,0,3500,200,100,100,X-aligned
3381,800,0,3600,200,100,100,X-aligned
3382,800,0,3700,200,100,100,X-aligned
3383,800,0,3800,200,100,100,X-aligned
3384,800,0,3900,200,100,100,X-aligned
3385,800,0,4000,200,100,100,X-aligned
3386,800,0,4100,200,100,100,X-aligned
3387,800,0,4200,200,100,100,X-aligned
3388,800,0,4300,200,100,100,X-aligned
3389,800,0,4400,200,100,100,X-aligned
3390,800,0,4500,200,100,100,X-aligned
3391,800,0,4600,200,100,100,X-aligned
3392,800,0,4700,200,100,100,X-aligned
3393,800,0,4800,200,100,100,X-aligned
3394,800,0,4900,200,100,100,X-aligned
3395,800,0,5000,200,100,100,X-aligned
3396,800,0,5100,200,100,100,X-aligned
3397,800,0,5200,200,100,100,X-aligned
3398,800,0,5300,200,100,100,X-aligned
3399,800,0,5400,200,100,100,X-aligned
3400,800,0,5500,200,100,100,X-aligned
3401,800,100,0,200,100,100,X-aligned
3402,800,100,100,200,100,100,X-aligned
3403,800,100,200,200,100,100,X-aligned
3404,800,100,300,200,100,100,X-aligned
3405,800,100,400,200,100,100,X-aligned
3406,800,100,500,200,100,100,X-aligned
3407,800,100,600,200,100,100,X-aligned
3408,800,100,700,200,100,100,X-aligned
3409,800,100,800,200,100,100,X-aligned
3410,800,100,900,200,100,100,X-aligned
3411,800,100,1000,200,100,100,X-aligned
3412,800,100,1100,200,100,100,X-aligned
3413,800,100,1200,200,100,100,X-aligned
3414,800,100,1300,200,100,100,X-aligned
3415,800,100,1400,200,100,100,X-aligned
3416,800,100,1500,200,100,100,X-aligned
3417,800,100,1600,200,100,100,X-aligned
3418,800,100,1700,200,100,100,X-aligned
3419,800,100,1800,200,100,100,X-aligned
3420,800,100,1900,200,100,100,X-aligned
3421,800,100,2000,200,100,100,X-aligned
3422,800,100,2100,200,100,100,X-aligned
3423,800,100,2200,200,100,100,X-aligned
3424,800,100,2300,200,100,100,X-aligned
3425,800,100,2400,200,100,100,X-aligned
3426,800,100,2500,200,100,100,X-aligned
3427,800,100,2600,200,100,100,X-aligned
3428,800,100,2700,200,100,100,X-aligned
3429,800,100,2800,200,100,100,X-aligned
3430,800,100,2900,200,100,100,X-aligned
3431,800,100,3000,200,100,100,X-aligned
3432,800,100,3100,200,100,100,X-aligned
3433,800,100,3200,200,100,100,X-aligned
3434,800,100,3300,200,100,100,X-aligned
3435,800,100,3400,200,100,100,X-aligned
3436,800,100,3500,200,100,100,X-aligned
3437,800,100,3600,200,100,100,X-aligned
3438,800,100,3700,200,100,100,X-aligned
3439,800,100,3800,200,100,100,X-aligned
3440,800,100,3900,200,100,100,X-aligned
3441,800,100,4000,200,100,100,X-aligned
3442,800,100,4100,200,100,100,X-aligned
3443,800,100,4200,200,100,100,X-aligned
3444,800,100,4300,200,100,100,X-aligned
3445,800,100,4400,200,100,100,X-aligned
3446,800,100,4500,200,100,100,X-aligned
3447,800,100,4600,200,100,100,X-aligned
3448,800,100,4700,200,100,100,X-aligned
3449,800,100,4800,200,100,100,X-aligned
3450,800,100,4900,200,100,100,X-aligned
3451,800,100,5000,200,100,100,X-aligned
3452,800,100,5100,200,100,100,X-aligned
3453,800,100,5200,200,100,100,X-aligned
3454,800,100,5300,200,100,100,X-aligned
3455,800,100,5400,200,100,100,X-aligned
3456,800,100,5500,200,100,100,X-aligned
3457,800,200,0,200,100,100,X-aligned
3458,800,200,100,200,100,100,X-aligned
3459,800,200,5400,200,100,100,X-aligned
3460,800,200,5500,200,100,100,X-aligned
3461,800,300,0,200,100,100,X-aligned
3462,800,300,100,200,100,100,X-aligned
3463,800,300,5400,200,100,100,X-aligned
3464,800,300,5500,200,100,100,X-aligned
3465,800,400,0,200,100,100,X-aligned
3466,800,400,100,200,100,100,X-aligned
3467,800,400,5400,200,100,100,X-aligned
3468,800,400,5500,200,100,100,X-aligned
3469,800,500,0,200,100,100,X-aligned
3470,800,500,100,200,100,100,X-aligned
3471,800,500,5400,200,100,100,X-aligned
3472,800,500,5500,200,100,100,X-aligned
3473,800,600,0,200,100,100,X-aligned
3474,800,600,100,200,100,100,X-aligned
3475,800,600,5400,200,100,100,X-aligned
3476,800,600,5500,200,100,100,X-aligned
3477,800,700,0,200,100,100,X-aligned
3478,800,700,100,200,100,100,X-aligned
3479,800,700,5400,200,100,100,X-aligned
3480,800,700,5500,200,100,100,X-aligned
3481,800,800,0,200,100,100,X-aligned
3482,800,800,100,200,100,100,X-aligned
3483,800,800,5400,200,100,100,X-aligned
3484,800,800,5500,200,100,100,X-aligned
3485,800,900,0,200,100,100,X-aligned
3486,800,900,100,200,100,100,X-aligned
3487,800,900,5400,200,100,100,X-aligned
3488,800,900,5500,200,100,100,X-aligned
3489,800,1000,0,200,100,100,X-aligned
3490,800,1000,100,200,100,100,X-aligned
3491,800,1000,5400,200,100,100,X-aligned
3492,800,1000,5500,200,100,100,X-aligned
3493,800,1100,0,200,100,100,X-aligned
3494,800,1100,100,200,100,100,X-aligned
3495,800,1100,5400,200,100,100,X-aligned
3496,800,1100,5500,200,100,100,X-aligned
3497,800,1200,0,200,100,100,X-aligned
3498,800,1200,100,200,100,100,X-aligned
3499,800,1200,5400,200,100,100,X-aligned
3500,800,1200,5500,200,100,100,X-aligned
3501,800,1300,0,200,100,100,X-aligned
3502,800,1300,100,200,100,100,X-aligned
3503,800,1300,5400,200,100,100,X-aligned
3504,800,1300,5500,200,100,100,X-aligned
3505,800,1400,0,200,100,100,X-aligned
3506,800,1400,100,200,100,100,X-aligned
3507,800,1400,5400,200,100,100,X-aligned
3508,800,1400,5500,200,100,100,X-aligned
3509,800,1500,0,200,100,100,X-aligned
3510,800,1500,100,200,100,100,X-aligned
3511,800,1500,5400,200,100,100,X-aligned
3512,800,1500,5500,200,100,100,X-aligned
3513,800,1600,0,200,100,100,X-aligned
3514,800,1600,100,200,100,100,X-aligned
3515,800,1600,5400,200,100,100,X-aligned
3516,800,1600,5500,200,100,100,X-aligned
3517,800,1700,0,200,100,100,X-aligned
3518,800,1700,100,200,100,100,X-aligned
3519,800,1700,5400,200,100,100,X-aligned
3520,800,1700,5500,200,100,100,X-aligned
3521,800,1800,0,200,100,100,X-aligned
3522,800,1800,100,200,100,100,X-aligned
3523,800,1800,5400,200,100,100,X-aligned
3524,800,1800,5500,200,100,100,X-aligned
3525,800,1900,0,200,100,100,X-aligned
3526,800,1900,100,200,100,100,X-aligned
3527,800,1900,5400,200,100,100,X-aligned
3528,800,1900,5500,200,100,100,X-aligned
3529,800,2000,0,200,100,100,X-aligned
3530,800,2000,100,200,100,100,X-aligned
3531,800,2000,5400,200,100,100,X-aligned
3532,800,2000,5500,200,100,100,X-aligned
3533,800,2100,0,200,100,100,X-aligned
3534,800,2100,100,200,100,100,X-aligned
3535,800,2100,5400,200,100,100,X-aligned
3536,800,2100,5500,200,100,100,X-aligned
3537,800,2200,0,200,100,100,X-aligned
3538,800,2200,100,200,100,100,X-aligned
3539,800,2200,5400,200,100,100,X-aligned
3540,800,2200,5500,200,100,100,X-aligned
3541,800,2300,0,200,100,100,X-aligned
3542,800,2300,100,200,100,100,X-aligned
3543,800,2300,5400,200,100,100,X-aligned
3544,800,2300,5500,200,100,100,X-aligned
3545,800,2400,0,200,100,100,X-aligned
3546,800,2400,100,200,100,100,X-aligned
3547,800,2400,5400,200,100,100,X-aligned
3548,800,2400,5500,200,100,100,X-aligned
3549,800,2500,0,200,100,100,X-aligned
3550,800,2500,100,200,100,100,X-aligned
3551,800,2500,5400,200,100,100,X-aligned
3552,800,2500,5500,200,100,100,X-aligned
3553,800,2600,0,200,100,100,X-aligned
3554,800,2600,100,200,100,100,X-aligned
3555,800,2600,5400,200,100,100,X-aligned
3556,800,2600,5500,200,100,100,X-aligned
3557,800,2700,0,200,100,100,X-aligned
3558,800,2700,100,200,100,100,X-aligned
3559,800,2700,5400,200,100,100,X-aligned
3560,800,2700,5500,200,100,100,X-aligned
3561,800,2800,0,200,100,100,X-aligned
3562,800,2800,100,200,100,100,X-aligned
3563,800,2800,5400,200,100,100,X-aligned
3564,800,2800,5500,200,100,100,X-aligned
3565,800,2900,0,200,100,100,X-aligned
3566,800,2900,100,200,100,100,X-aligned
3567,800,2900,5400,200,100,100,X-aligned
3568,800,2900,5500,200,100,100,X-aligned
3569,800,3000,0,200,100,100,X-aligned
3570,800,3000,100,200,100,100,X-aligned
3571,800,3000,5400,200,100,100,X-aligned
3572,800,3000,5500,200,100,100,X-aligned
3573,800,3100,0,200,100,100,X-aligned
3574,800,3100,100,200,100,100,X-aligned
3575,800,3100,5400,200,100,100,X-aligned
3576,800,3100,5500,200,100,100,X-aligned
3577,800,3200,0,200,100,100,X-aligned
3578,800,3200,100,200,100,100,X-aligned
3579,800,3200,5400,200,100,100,X-aligned
3580,800,3200,5500,200,100,100,X-aligned
3581,800,3300,0,200,100,100,X-aligned
3582,800,3300,100,200,100,100,X-aligned
3583,800,3300,5400,200,100,100,X-aligned
3584,800,3300,5500,200,100,100,X-aligned
3585,800,3400,0,200,100,100,X-aligned
3586,800,3400,100,200,100,100,X-aligned
3587,800,3400,5400,200,100,100,X-aligned
3588,800,3400,5500,200,100,100,X-aligned
3589,800,3500,0,200,100,100,X-aligned
3590,800,3500,100,200,100,100,X-aligned
3591,800,3500,5400,200,100,100,X-aligned
3592,800,3500,5500,200,100,100,X-aligned
3593,800,3600,0,200,100,100,X-aligned
3594,800,3600,100,200,100,100,X-aligned
3595,800,3600,5400,200,100,100,X-aligned
3596,800,3600,5500,200,100,100,X-aligned
3597,800,3700,0,200,100,100,X-aligned
3598,800,3700,100,200,100,100,X-aligned
3599,800,3700,5400,200,100,100,X-aligned
3600,800,3700,5500,200,100,100,X-aligned
3601,800,3800,0,200,100,100,X-aligned
3602,800,3800,100,200,100,100,X-aligned
3603,800,3800,200,200,100,100,X-aligned
3604,800,3800,300,200,100,100,X-aligned
3605,800,3800,400,200,100,100,X-aligned
3606,800,3800,500,200,100,100,X-aligned
3607,800,3800,600,200,100,100,X-aligned
3608,800,3800,700,200,100,100,X-aligned
3609,800,3800,800,200,100,100,X-aligned
